28934740000114;7898330221614;8;1070126;2027-12-10;16.37420000
28934740000114;7898330221638;12;1160226;2027-11-06;22.53580000
28934740000114;7898330222123;69;0951225;2027-12-08;9.85800000
28934740000114;7898330223069;7;0290126;2027-11-28;16.27790000
28934740000114;7898330223113;32;1300326;2028-03-12;21.33000000
28934740000114;7898330226589;13;2110925;2027-04-25;18.93000000
28934740000114;7898623350083;98;25110779;2027-09-18;9.09000000
28934740000114;7898623350083;241;25120957;2027-11-28;9.09000000
28934740000114;7898623350748;63;25090574;2027-03-13;11.39000000
28934740000114;7898623350748;419;26010007;2027-05-20;11.39000000
28934740000114;7898623351028;181;25110368;2027-11-17;3.76000000
28934740000114;7898623351028;150;25120422;2027-12-04;3.76000000
28934740000114;7898623351387;14;26020040;2027-11-28;13.69000000
28934740000114;7898623351394;5;1394200225;2027-02-07;14.75000000
28934740000114;7898623352162;131;25110823;2027-05-05;14.84000000
28934740000114;7898623353008;52;25110370;2027-11-18;7.94000000
28934740000114;7898623353657;177;25060100;2027-03-19;11.86000000
28934740000114;7898623354067;4;25110805;2027-05-18;28.64000000
28934740000114;7898623354074;24;25110830;2027-05-20;28.64000000
28934740000114;7898623354074;45;25110836;2027-05-20;28.64000000
28934740000114;7898623354081;112;25110838;2027-05-23;28.64000000
28934740000114;7898623354371;48;25110863;2027-04-28;11.11000000
28934740000114;7898623354739;72;25100636;2027-04-30;14.84000000
28934740000114;7898623354739;176;25110763;2027-05-12;14.84000000
28934740000114;7898623354944;100;25110892;2027-10-26;14.84000000
28934740000114;7898623355057;142;25100297;2027-10-16;3.42000000
28934740000114;7898623355057;171;25110375;2027-11-19;3.42000000
28934740000114;7898623355064;173;25100331;2027-10-30;5.50000000
28934740000114;7898623355187;5;25080380;2027-08-25;34.39000000
28934740000114;7898623355309;121;25090235;2027-09-18;5.64000000
28934740000114;7898623355729;6;5729070425;2027-04-30;4.64000000
28934740000114;7898623356269;287;25090220;2027-09-10;5.64000000
28934740000114;7898623356689;75;25100332;2027-10-30;10.50000000
28934740000114;7898623356917;162;25060068;2026-12-31;10.24000000
28934740000114;7898623357013;7;26010022;2028-01-09;8.17000000
28934740000114;7898623357099;146;25110881;2027-05-27;14.84000000
28934740000114;7898623357556;674;25120914;2027-12-01;10.24000000
28934740000114;7898623357556;2280;26020054;2028-02-19;10.24000000
28934740000114;7898623357563;2440;26020029;2028-02-10;5.64000000
28934740000114;7898623357563;1729;26020031;2028-02-10;5.64000000
28934740000114;7898623359420;26;26020025;2027-08-10;9.43000000
28934740000114;7898623359437;90;25110786;2027-05-13;9.43000000
28934740000114;7898623359437;48;25110870;2027-05-25;9.43000000
28934740000114;7898623359567;42;9567130225;2026-07-25;19.13000000
28934740000114;7898714760159;5;0450825;2027-07-17;28.54210000
28934740000114;7898714760180;1480;0510326;2028-02-25;10.77000000
28934740000114;7898714760197;1049;0250126;2027-12-22;12.90000000
28934740000114;7898714760425;13;0261125;2027-10-23;9.12000000
28934740000114;7898714760425;108;0750326;2028-02-10;9.12000000
28934740000114;7898714760425;12;3051025;2027-10-23;9.12000000
28934740000114;7898714760463;17;1851125;2027-11-05;25.52250000
28934740000114;7898714760463;60;2140126;2028-01-12;25.52250000
28934740000114;7898714760494;30;2210126;2028-01-23;9.02400000
28934740000114;7898714760579;50;0430326;2028-01-05;11.17200000
28934740000114;7898714760678;3;1970825;2027-07-16;23.63000000
28934740000114;7898714760678;24;2580326;2028-03-26;23.63000000
28934740000114;7898714760692;94;0550226;2028-02-02;19.99000000
28934740000114;7898714760784;24;0350126;2027-11-28;11.55580000
28934740000114;7898714760784;11;0511025;2027-08-05;11.55580000
28934740000114;7898714760791;1;1940825;2027-06-02;18.14000000
28934740000114;7898714760975;6;2061125;2027-10-23;16.29610000
28934740000114;7898714761088;86;1850226;2027-11-26;9.73200000
28934740000114;7898714761347;107;1011125;2027-11-13;9.61000000
28934740000114;7898714761491;60;0060326;2027-11-12;14.25000000
28934740000114;7898714761491;127;1910126;2027-11-12;14.25000000
28934740000114;7898714761507;136;1600326;2028-02-06;9.12000000
28934740000114;7898714761521;19;1770126;2027-12-02;16.24000000
28934740000114;7898714761644;48;1120326;2027-10-22;8.57000000
28934740000114;7898714761699;30;0901225;2027-11-26;8.48000000
28934740000114;7898714761712;60;0520126;2027-12-02;16.98600000
28934740000114;7898714761712;10;1291025;2027-10-01;16.98600000
28934740000114;7898714761729;12;1100126;2027-10-28;9.85830000
28934740000114;7898714761743;57;0730126;2027-10-17;9.61250000
28934740000114;7898714761743;12;1661125;2027-10-17;9.61250000
28934740000114;7898714761750;59;2090126;2028-01-22;7.18800000
28934740000114;7898714761767;135;1330126;2026-10-14;6.90000000
28934740000114;7898714761804;40;0840126;2028-01-08;6.69600000
28934740000114;7898714761804;72;1600126;2028-01-08;6.69600000
28934740000114;7898714761811;62;0921225;2027-10-15;6.69600000
28934740000114;7898714761842;31;0241125;2027-10-23;6.69600000
28934740000114;7898714761842;120;0610226;2027-10-23;6.69600000
28934740000114;7898714761859;63;2991025;2027-10-13;6.53400000
28934740000114;7898714761880;108;0371225;2027-05-08;6.70000000
28934740000114;7898714761880;12;0691225;2027-05-08;6.70000000
28934740000114;7898714761880;45;2751025;2027-05-08;6.70000000
28934740000114;7898714761927;24;1110226;2028-02-09;15.57580000
28934740000114;7898714761941;12;1650126;2027-11-12;16.29580000
28934740000114;7898714762047;78;2781025;2027-09-18;19.38000000
28934740000114;7898714762054;71;2410825;2027-08-18;13.89950000
28934740000114;7898714762221;60;0780126;2027-12-01;19.37400000
28934740000114;7898714762221;6;0790126;2027-12-01;19.37400000
28934740000114;7898714762238;24;0850226;2027-12-18;25.52420000
28934740000114;7898714762238;53;2761025;2027-09-29;25.52420000
28934740000114;7898714762252;12;0331225;2027-11-12;32.59170000
28934740000114;7898714762443;10;0350226;2027-12-03;16.29580000
28934740000114;7898714762467;58;0650126;2028-01-07;13.62000000
28934740000114;7898714762474;28;0961225;2027-10-27;19.44610000
28934740000114;7898714762603;4;1371025;2027-10-08;21.49000000
28934740000114;7898714762689;172;1280326;2028-03-10;10.45000000
28934740000114;7898714762702;12;0140326;2028-02-02;19.90170000
28934740000114;7898714762719;26;1650226;2028-01-14;19.90200000
28934740000114;7898714762726;25;1310326;2028-02-19;19.90000000
28934740000114;7898714762740;96;1460326;2028-01-22;19.90200000
28934740000114;7898714762757;48;0210426;2028-03-19;19.90210000
28934740000114;7898714762757;12;0320426;2028-03-19;19.90210000
28934740000114;7898714762764;12;1881125;2027-10-30;19.90170000
28934740000114;7898714762771;12;0961125;2027-10-02;22.44580000
28934740000114;7898714762900;12;1050226;2027-12-04;19.90170000
28934740000114;7898714762986;24;0920326;2027-12-08;6.69580000
28934740000114;7898714762993;24;2171125;2027-11-05;6.69580000
28934740000114;7898714763006;11;0160925;2027-08-11;6.69600000
28934740000114;7898714763006;168;1180126;2027-12-08;6.69600000
28934740000114;7898714763013;189;0980226;2027-12-01;6.69600000
28934740000114;7898714763075;47;1971025;2027-10-20;29.90000000
28934740000114;7898714763082;11;0761025;2027-10-03;30.64830000
28934740000114;7898714763099;4;1951025;2027-10-20;29.90000000
28934740000114;7898714763150;24;1610925;2027-09-10;6.70000000
28934740000114;7898714763419;19;0360126;2027-12-16;27.95420000
28934740000114;7898714763419;24;1730126;2028-01-14;27.95420000
28934740000114;7898714763457;457;1631125;2027-11-03;7.89990000
28934740000114;7898714763853;7;0340326;2028-02-04;11.17000000
28934740000114;7898714763945;125;1710925;2027-09-22;24.90000000
28934740000114;7898714764034;25;2241025;2027-10-13;23.90000000
28934740000114;7898714764423;11;K1440226;2027-12-03;477.60000000
28934740000114;7898714764447;7;K1480226;2028-01-22;497.50000000
28934740000114;7898751690006;330;NWAB022003;2031-03-01;10.13150000
28934740000114;7898751690037;262;EPCA042502;2030-04-01;15.84400000
28934740000114;7898751690044;204;EPCA042504;2030-04-01;15.84400000
28934740000114;7898751690068;89;DLNA062501;2030-06-01;6.76060000
28934740000114;7898751690075;1;NMAB042503;2035-04-01;12.04690000
28934740000114;7898751690075;181;NMWAB042503;2030-04-01;12.04690000
28934740000114;7898751690082;836;EPCA062505;2029-06-01;15.01480000
28934740000114;7898751690150;254;ANAB022501;2028-02-01;10.23470000
28934740000114;7898751690396;5;NPAB022501;2030-02-01;12.58210000
28934740000114;7898751690570;92;NWAB102512;2030-10-01;11.40850000
28934740000114;7898751690587;257;DLNA102504;2030-12-01;7.41780000
28934740000114;7898751690624;191;ANAB112502;2030-11-01;11.17370000
28934740000114;7898751690648;111;DLNA122505;2031-02-01;7.41780000
28934740000114;7898751690655;5;NWAB122518;2030-12-01;11.40850000
28934740000114;7898751690679;54;NWAB122509;2029-01-01;12.59150000
28934740000114;7898932370710;772;NWAB6250;2030-06-01;10.13150000
28934740000114;7898932370727;113;NWAB062506;2030-06-01;10.13150000
28934740000114;7898932370734;902;NWAB102515;2030-12-01;10.13150000
28934740000114;7898932370871;498;NMAB072505;2030-07-01;11.77460000
28934740000114;7898932370888;1;NMAB042502;2035-04-01;11.77460000
28934740000114;7898932370888;289;NMAB072506;2030-07-01;11.77460000
28934740000114;7898932370918;264;NMAB072507;2030-04-01;11.77460000
28934740000114;7898932370925;61;NWAB062318;2028-06-01;11.50230000
28934740000114;7898932370932;54;NWAB082511;2030-12-01;11.50230000
28934740000114;7898932370956;26;CECB062219;2028-06-24;24.04700000
28934740000114;7898932370987;328;DLNA022402;2029-01-01;9.10800000
28934740000114;7898932370994;349;DLNA022402;2027-02-01;9.10800000
28934740000114;7898952601092;853;1092060525;2027-03-31;9.80000000
28934740000114;7898952601191;88;25120963;2027-06-06;7.94000000
28934740000114;7898952601221;27;25120955;2027-05-27;14.84000000
28934740000114;7898952601573;84;25090508;2027-03-17;11.73000000
63400543000388;7898751690112;50;CGA004;2027-12-01;4.95000000
63400543000388;7898751690129;49;CGA004;2027-12-01;56.00000000
63400543000388;7898751690549;54;CGA049;2028-11-01;5.80000000
